pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
K2-416 b,K2-416,1,1,Transit,2023,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.10200000,0.088000,2.660,0.237,1652.70772,5.20000,Mass,,,447,M V,3746.00,0.55,0.55,,,4.69,,349.2211822,-5.2015032,120.3110000,14.7940000,10.7340000,13.9468000
K2-417 b,K2-417,1,1,Transit,2023,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.53500000,0.063000,3.310,0.295,699.22250,2.20000,Mass,,,558,M V,3861.00,0.58,0.57,,,4.67,,350.1417675,-10.0365901,94.0424000,13.9090000,10.0600000,13.1533000
K2-42 b,K2-42,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.68796000,0.061700,2.150,0.192,5.27000,0.01660,M-R relationship,2.910000,,,,4613.00,0.64,0.70,,,4.66,,176.6657559,-5.1720463,396.9130000,15.0060000,12.2840000,14.6336000
K2-43 b,K2-43,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.47114900,0.037840,4.510,0.402,18.50000,0.05830,M-R relationship,1.110000,0.070000,939,,3840.60,0.54,0.57,,,4.68,,169.1170280,-3.9754405,182.5360000,15.7480000,11.5770000,14.8215000
K2-43 c,K2-43,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.19888400,,2.420,0.216,6.44000,0.02030,M-R relationship,2.500000,,1094,,3840.60,0.54,0.57,,,4.68,,169.1170280,-3.9754405,182.5360000,15.7480000,11.5770000,14.8215000
K2-44 b,K2-44,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.65700000,0.060000,2.433,0.217,6.50000,0.02040,M-R relationship,2.480000,,1211,,5912.00,1.58,1.15,0.000,[Fe/H],4.10,,174.0116610,-2.5209338,476.7030000,12.2700000,10.6930000,12.0238000
K2-45 b,K2-45,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.72926840,0.022400,6.710,0.599,36.40000,0.11400,M-R relationship,0.662000,0.100000,1074,,4103.00,0.45,0.50,,,4.82,,169.6327547,-1.7740582,495.3170000,15.7460000,12.7560000,15.3442000
K2-46 b,K2-46,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.15410000,0.138210,2.050,0.183,4.86000,0.01530,M-R relationship,3.100000,,889,,6256.00,1.29,0.96,-0.320,[Fe/H],4.20,,174.2662454,-0.9072100,449.2370000,12.1440000,10.7810000,11.9153000
K2-47 b,K2-47,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,31.63720000,0.177900,1.890,0.169,4.23000,0.01330,M-R relationship,3.440000,,,,5054.00,0.76,0.75,-0.224,[M/H],4.54,,168.5825696,2.7805614,349.8810000,14.0650000,11.7350000,13.7404000
K2-48 b,K2-48,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.50650000,0.134400,2.240,0.200,5.65000,0.01780,M-R relationship,2.760000,,,,4899.00,0.73,0.77,-0.190,[M/H],4.60,,176.1233077,3.2723812,313.7640000,14.3450000,11.8380000,13.9677000
K2-49 b,K2-49,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.77065000,0.030900,1.930,0.172,4.38000,0.01380,M-R relationship,3.350000,,,,4175.00,0.45,0.51,,,4.81,,177.3202331,3.4755183,457.1250000,15.6680000,12.7290000,15.2444000
K2-5 b,K2-5,1,2,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.73594000,0.053200,1.910,0.170,4.31000,0.01360,M-R relationship,3.400000,,565,K7.5 V,3930.00,0.57,0.61,-0.330,[Fe/H],4.71,,169.3034598,-1.8778254,202.9430000,14.9740000,11.5950000,14.3390000
K2-5 c,K2-5,1,2,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.93241000,0.081800,2.260,0.202,5.73000,0.01800,M-R relationship,2.730000,,456,K7.5 V,3930.00,0.57,0.61,-0.330,[Fe/H],4.71,,169.3034598,-1.8778254,202.9430000,14.9740000,11.5950000,14.3390000
K2-50 b,K2-50,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.75290000,0.070500,1.590,0.142,3.15000,0.00993,M-R relationship,4.310000,,,,4326.00,0.55,0.61,-0.113,[M/H],4.74,,169.4836540,5.9882890,257.4430000,14.7050000,11.6640000,14.2575000
K2-52 b,K2-52,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.53505500,0.054000,18.000,1.606,45700.00000,144.00000,M-R relationship,43.100000,,2004,,7147.00,2.19,1.69,0.055,[Fe/H],3.98,,246.6114157,-24.9699462,1038.4100000,15.9300000,11.8530000,15.2553000
K2-53 b,K2-53,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.20772000,0.098000,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,,665,,5263.00,0.81,0.85,-0.037,[Fe/H],4.55,,244.1419684,-20.4005984,138.0180000,12.6340000,9.6640000,12.1478000
K2-54 b,K2-54,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.78430000,0.067100,1.150,0.103,1.60000,0.00505,M-R relationship,5.780000,,,,3798.00,0.38,0.42,,,4.89,,338.0541631,-17.5440636,174.9550000,14.5420000,11.0750000,13.9449000
K2-55 b,K2-55,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.84925800,0.034860,3.820,0.341,14.00000,0.04400,M-R relationship,1.380000,0.070000,912,,4456.00,0.63,0.70,,,4.67,,333.7518786,-17.2508002,159.5220000,13.5190000,10.4710000,13.0624000
K2-57 b,K2-57,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.00630000,0.074600,2.100,0.187,5.06000,0.01590,M-R relationship,3.000000,,,,4434.00,0.62,0.68,,,4.68,,342.6918241,-14.0700007,264.2130000,14.4140000,11.6450000,14.1038000
K2-58 b,K2-58,1,3,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.05254000,0.069200,2.680,0.239,7.65000,0.02410,M-R relationship,2.180000,,,,5413.00,0.86,0.89,0.110,[Fe/H],4.52,,333.8218395,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000
K2-58 c,K2-58,1,3,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.53726000,0.035000,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,,,,5413.00,0.86,0.89,0.110,[Fe/H],4.52,,333.8218395,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000
K2-58 d,K2-58,1,3,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,22.88270000,0.151700,1.710,0.153,3.57000,0.01120,M-R relationship,3.920000,,,,5413.00,0.86,0.89,0.110,[Fe/H],4.52,,333.8218395,-14.0498570,181.7460000,12.4150000,10.2150000,12.1319000
K2-59 b,K2-59,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.69210000,0.135400,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,,,,5055.00,0.73,0.77,,,4.59,,338.9425500,-14.0277270,311.3130000,14.2660000,11.8380000,13.9395000
K2-59 c,K2-59,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.29540000,0.090500,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,,,,5055.00,0.73,0.77,,,4.59,,338.9425500,-14.0277270,311.3130000,14.2660000,11.8380000,13.9395000
K2-6 b,K2-6,1,1,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,30.94191000,0.189800,2.500,0.223,6.80000,0.02140,M-R relationship,2.390000,,615,,5850.00,0.96,0.97,-0.140,[Fe/H],4.40,,178.1921152,-1.1984418,316.8190000,12.6600000,11.0690000,12.5018000
K2-60 b,K2-60,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.00265000,0.045000,7.656,0.683,135.39558,0.42600,Mass,1.700000,0.000000,1400,G4 V,5500.00,1.12,0.97,0.010,[Fe/H],4.07,10.000,338.6062312,-13.7318044,491.8700000,12.8570000,10.9930000,12.6108000
K2-61 b,K2-61,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.57302000,0.039200,2.480,0.221,6.71000,0.02110,M-R relationship,2.420000,,,,6293.00,1.36,1.21,0.170,[Fe/H],4.25,,339.6748444,-13.5600447,405.7320000,13.1730000,11.3850000,12.8575000
K2-62 b,K2-62,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.67202000,0.063600,2.140,0.191,5.22000,0.01640,M-R relationship,2.930000,,,,4880.00,0.73,0.77,-0.290,[Fe/H],4.60,,334.3645089,-12.1874776,112.4670000,12.3910000,9.6880000,12.0433000
K2-62 c,K2-62,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,16.19660000,0.114800,2.140,0.191,5.22000,0.01640,M-R relationship,2.930000,,,,4880.00,0.73,0.77,-0.290,[Fe/H],4.60,,334.3645089,-12.1874776,112.4670000,12.3910000,9.6880000,12.0433000
K2-63 b,K2-63,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.25700000,0.162700,3.220,0.287,10.50000,0.03290,M-R relationship,1.730000,,,,6771.00,1.63,1.40,,,4.15,,333.4267738,-12.0663429,517.5340000,12.9800000,11.2740000,12.7269000
K2-63 c,K2-63,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,25.45560000,0.189000,3.900,0.348,14.50000,0.04550,M-R relationship,1.340000,,,,6771.00,1.63,1.40,,,4.15,,333.4267738,-12.0663429,517.5340000,12.9800000,11.2740000,12.7269000
K2-64 b,K2-64,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.53044000,0.061900,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,,,,5312.00,0.73,0.74,,,4.58,,332.4138478,-11.4286687,499.8910000,14.1320000,12.2010000,13.9146000
K2-65 b,K2-65,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.64750000,0.101400,1.580,0.141,3.12000,0.00982,M-R relationship,4.350000,,,,5213.00,0.84,0.87,-0.340,[Fe/H],4.53,,333.2125206,-10.9261373,72.2000000,10.7100000,8.3440000,
K2-66 b,K2-66,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.06963000,0.059830,2.490,0.222,21.30000,0.06702,Mass,7.800000,0.000000,1372,,5887.00,1.67,1.11,-0.047,[Fe/H],4.03,,331.5266563,-10.7115362,513.8770000,11.7100000,10.6090000,11.9961000
K2-68 b,K2-68,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.05428000,0.070800,1.580,0.141,3.12000,0.00982,M-R relationship,4.350000,,,,4746.00,0.68,0.73,-0.210,[Fe/H],4.63,,334.0195539,-10.5673649,168.6520000,12.9870000,10.5300000,12.6573000
K2-69 b,K2-69,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.06599000,0.059100,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,,,,4127.00,0.49,0.55,,,4.79,,335.7596816,-10.4886817,180.6970000,16.0240000,11.7660000,15.0572000
K2-7 b,K2-7,1,1,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,28.67992000,0.181400,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,,651,,5772.00,0.96,0.97,-0.070,[Fe/H],3.82,,167.0937488,-1.0658550,738.5530000,13.4530000,11.5640000,13.0573000
K2-70 b,K2-70,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.97896000,0.111200,2.890,0.258,8.70000,0.02740,M-R relationship,1.980000,,,,5622.00,0.93,0.94,0.060,[Fe/H],4.48,,338.4759328,-10.0849917,232.9640000,13.0740000,10.8530000,12.7782000
K2-71 b,K2-71,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.98541000,0.055900,2.150,0.192,5.27000,0.01660,M-R relationship,2.910000,,,,4006.00,0.43,0.48,,,4.85,,341.7248656,-9.8816109,153.1920000,16.1400000,11.7320000,15.1887000
K2-72 b,K2-72,1,4,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.57721200,0.040000,1.080,0.096,1.28000,0.00403,M-R relationship,5.580000,0.110000,,,3360.47,0.33,0.27,,,5.05,,334.6227504,-9.6120084,66.4321000,15.3700000,10.9620000,14.2789000
K2-72 c,K2-72,1,4,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,15.18903400,0.078000,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.110000,,,3360.47,0.33,0.27,,,5.05,,334.6227504,-9.6120084,66.4321000,15.3700000,10.9620000,14.2789000
K2-72 d,K2-72,1,4,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.76017800,0.050000,1.010,0.090,1.01000,0.00317,M-R relationship,5.390000,0.110000,,,3360.47,0.33,0.27,,,5.05,,334.6227504,-9.6120084,66.4321000,15.3700000,10.9620000,14.2789000
K2-72 e,K2-72,1,4,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,24.15886800,0.106000,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.110000,,,3360.47,0.33,0.27,,,5.05,,334.6227504,-9.6120084,66.4321000,15.3700000,10.9620000,14.2789000
K2-73 b,K2-73,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.49543000,0.076190,2.450,0.219,6.57000,0.02070,M-R relationship,2.450000,,,,5922.00,1.06,1.05,0.090,[Fe/H],4.41,,335.0256620,-9.0560881,269.1830000,11.3450000,10.3220000,11.7146000
K2-74 b,K2-74,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.56660000,0.140200,2.310,0.206,5.95000,0.01870,M-R relationship,2.650000,,,,6060.00,0.98,0.96,-0.210,[Fe/H],4.44,,339.9192984,-8.7145697,377.8220000,12.7150000,11.0680000,12.4364000
K2-75 b,K2-75,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.81420000,0.081000,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,,,,5995.00,1.56,1.16,0.300,[Fe/H],4.12,,338.8448960,-7.4698950,561.9300000,12.8030000,11.1780000,12.5886000
K2-75 c,K2-75,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.31100000,0.142900,2.770,0.247,8.10000,0.02550,M-R relationship,2.090000,,,,5995.00,1.56,1.16,0.300,[Fe/H],4.12,,338.8448960,-7.4698950,561.9300000,12.8030000,11.1780000,12.5886000
K2-77 b,K2-77,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.19979600,0.076000,2.300,0.205,603.87700,1.90000,Mass,,0.140000,693,,4970.00,0.76,0.80,0.290,[Fe/H],4.47,0.850,55.2285210,12.5724480,141.7310000,12.2240000,9.7990000,11.9202000
K2-79 b,K2-79,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.99470000,0.098800,4.090,0.365,9.20000,0.02895,Mass,0.730000,0.230000,1022,,5897.00,1.27,1.07,0.035,[Fe/H],4.25,6.500,55.2559307,13.5191871,256.0110000,12.1520000,9.9070000,11.8031000
K2-8 b,K2-8,1,2,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.35239000,0.085600,3.580,0.319,12.50000,0.03940,M-R relationship,1.500000,,631,K3 V,4870.00,0.74,0.78,-0.020,[Fe/H],4.52,,169.7935178,-0.2844389,403.5130000,14.8010000,12.2450000,14.3358000
K2-8 c,K2-8,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.06416000,0.053200,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,,801,K3 V,4870.00,0.74,0.78,-0.020,[Fe/H],4.52,,169.7935178,-0.2844389,403.5130000,14.8010000,12.2450000,14.3358000
K2-80 b,K2-80,1,3,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.09180000,0.135000,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,,,,5441.00,0.87,0.90,0.070,[Fe/H],4.52,,59.0374860,13.5590288,200.8020000,12.6940000,10.3130000,12.3770000
K2-80 c,K2-80,1,3,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.60500000,0.059600,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,,,,5441.00,0.87,0.90,0.070,[Fe/H],4.52,,59.0374860,13.5590288,200.8020000,12.6940000,10.3130000,12.3770000
K2-80 d,K2-80,1,3,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,28.86725300,,2.552,0.228,7.04000,0.02220,M-R relationship,2.330000,,,,5377.00,0.84,0.91,0.070,[Fe/H],4.65,,59.0374860,13.5590288,200.8020000,12.6940000,10.3130000,12.3770000
K2-81 b,K2-81,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.10232500,0.059000,1.970,0.176,4.54000,0.01430,M-R relationship,3.260000,0.060000,,,4674.13,0.63,0.75,,,4.67,,57.4854562,14.5020556,252.3180000,14.3140000,11.3160000,13.9043000
K2-83 b,K2-83,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.74697000,0.030140,1.244,0.111,2.08000,0.00654,M-R relationship,5.940000,0.070000,,,3910.00,0.42,0.48,,,4.86,,59.9013782,15.5587994,125.5290000,14.5220000,10.7650000,13.8042000
K2-83 c,K2-83,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.99767000,0.071310,1.483,0.132,2.80000,0.00882,M-R relationship,4.720000,0.060000,,,3910.00,0.42,0.48,,,4.86,,59.9013782,15.5587994,125.5290000,14.5220000,10.7650000,13.8042000
K2-84 b,K2-84,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.42150000,0.066500,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,,,,5652.00,0.93,0.95,0.278,[M/H],4.48,,55.8093566,16.6344396,284.8760000,13.3860000,11.0590000,13.1474000
K2-84 c,K2-84,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,27.86000000,0.176800,2.030,0.181,4.78000,0.01500,M-R relationship,3.140000,,,,5652.00,0.93,0.95,0.278,[M/H],4.48,,55.8093566,16.6344396,284.8760000,13.3860000,11.0590000,13.1474000
K2-85 b,K2-85,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.68455900,0.013000,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.240000,,,4427.00,0.68,0.68,-0.360,[Fe/H],4.30,,59.4648290,18.4649505,97.2179000,12.4160000,9.4660000,12.0600000
K2-86 b,K2-86,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.77683000,0.077000,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,,,,5482.00,0.76,0.79,-0.350,[Fe/H],4.58,,51.5531053,18.6355718,258.6990000,13.0410000,10.9270000,12.7978000
K2-87 b,K2-87,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.72661800,0.094000,7.600,0.678,44.90000,0.14100,M-R relationship,0.562000,,979,,5747.00,1.40,1.16,0.328,[Fe/H],4.21,,66.2363638,18.8273617,491.2420000,14.1360000,11.1970000,13.7078000
K2-88 b,K2-88,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.61220000,0.034500,1.230,0.110,2.04000,0.00642,M-R relationship,6.020000,0.260000,,,3537.00,0.26,0.26,,,5.02,,54.7514566,19.1199667,110.5610000,15.5230000,11.2400000,14.5451000
K2-89 b,K2-89,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.09602600,0.014620,0.615,0.055,0.17000,0.00053,M-R relationship,4.020000,0.150000,,,3691.00,0.32,0.35,,,4.96,,57.0671234,20.4594885,86.0386000,14.1620000,10.1060000,13.3216000
K2-9 b,K2-9,1,1,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.44980000,0.091000,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,,314,M2.5 V,3390.00,0.31,0.30,-0.250,[Fe/H],4.82,1.000,176.2637240,0.0054085,82.9631000,15.8600000,11.4950000,14.8665000
K2-90 b,K2-90,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.73331400,0.096000,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.070000,502,,4484.00,0.62,0.63,-0.225,[Fe/H],4.65,,59.1527391,22.4724517,134.1880000,13.7070000,10.3600000,13.2292000
K2-90 c,K2-90,1,2,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.90070600,0.035000,1.300,0.116,2.24000,0.00705,M-R relationship,5.600000,0.190000,,,4421.98,0.63,0.70,-0.225,[Fe/H],4.79,,59.1527391,22.4724517,134.1880000,13.7070000,10.3600000,13.2292000
K2-91 b,K2-91,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.41954900,0.016400,1.100,0.098,1.37000,0.00430,M-R relationship,5.660000,0.090000,,,3622.00,0.28,0.29,,,5.00,,63.2182348,24.2047218,62.5785000,15.6220000,10.5710000,14.3219000
K2-95 b,K2-95,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.13464540,0.052500,3.310,0.295,11.00000,0.03450,M-R relationship,1.670000,0.160000,474,M3.0,3566.00,0.40,0.41,0.100,[Fe/H],4.85,0.790,129.3625717,18.9766197,179.8540000,17.2360000,12.4740000,16.0836000
K2-97 b,K2-97,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.40672600,0.086000,10.610,0.947,152.55840,0.48000,Mass,0.702000,0.220000,1499,,4717.00,4.47,1.20,0.330,[Fe/H],3.22,7.800,127.7628370,10.8475571,878.4300000,12.4860000,10.0350000,12.3059000
K2-98 b,K2-98,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.13644800,0.097400,5.200,0.464,32.20000,0.10131,Mass,2.150000,0.000000,1092,F8 V,6172.00,1.57,1.20,-0.060,[Fe/H],4.13,5.200,126.4882114,11.5110933,518.6250000,12.2160000,10.8690000,12.0398000
K2-99 b,K2-99,1,1,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.25198500,0.159700,11.730,1.046,308.29510,0.97000,Mass,1.050000,0.190000,1113,G0 IV,6217.00,2.63,1.63,0.210,[Fe/H],3.81,2.400,208.7737624,-5.4424943,519.2290000,11.1490000,9.7200000,10.9485000
KELT-1 b,KELT-1,1,1,Transit,2012,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,1.21751400,0.024660,12.442,1.110,8654.15000,27.23000,Mass,24.700000,0.009900,2233,,6518.00,1.46,1.32,0.131,[M/H],4.25,,0.3620995,39.3837953,268.4300000,10.6320000,9.4370000,10.5905000
KELT-10 b,KELT-10,1,1,Transit,2016,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,4.16627390,0.052500,15.681,1.399,215.80657,0.67900,Mass,0.308000,,1377,G0 V,5948.00,1.21,1.11,0.090,[Fe/H],4.32,4.500,284.5483823,-47.0033072,188.4040000,10.6170000,9.3380000,10.7009000
KELT-11 b,KELT-11,1,1,Transit,2017,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,4.73610000,0.062290,15.132,1.350,54.34893,0.17100,Mass,0.093000,0.000700,1712,G8/K0 IV,5375.00,2.69,1.44,0.170,[Fe/H],3.70,,161.7069053,-9.3993646,99.1596000,8.0400000,6.1220000,7.8311200
KELT-12 b,KELT-12,1,1,Transit,2017,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,5.03162300,0.067080,19.952,1.780,301.93850,0.95000,Mass,0.209000,0.000000,1800,,6279.00,2.37,1.59,0.190,[Fe/H],3.89,2.200,267.6404906,36.5701761,368.0300000,10.5850000,9.3620010,10.4842000
KELT-14 b,KELT-14,1,1,Transit,2016,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,1.71005660,0.030050,19.537,1.743,408.09372,1.28400,Mass,0.322000,0.000000,1970,G4,5720.00,1.52,1.24,0.320,[Fe/H],4.17,5.110,108.3014090,-42.4097623,250.1210000,11.0010000,9.4240000,10.8384000
KELT-15 b,KELT-15,2,1,Transit,2016,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,3.32944000,0.046130,19.504,1.740,416.35730,1.31000,Mass,0.360000,0.000000,1642,,6003.00,1.78,2.06,0.050,[Fe/H],4.17,,117.4149764,-52.1204471,324.6830000,11.3900000,9.8540000,11.0694000
KELT-16 b,KELT-16,2,1,Transit,2017,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,0.96899510,0.020440,15.861,1.415,874.03250,2.75000,Mass,1.200000,0.000000,2453,F7 V,6236.00,1.36,1.21,-0.002,[Fe/H],4.25,3.100,314.2685227,31.6610186,444.5860000,11.7170000,10.6420000,11.7959000
KELT-17 b,KELT-17,1,1,Transit,2016,Ground,KELT,Multiple Telescopes,Multiple Instruments,3.08017160,0.048810,17.094,1.525,416.35730,1.31000,Mass,0.460000,,2087,A,7454.00,1.65,1.64,-0.018,[Fe/H],4.22,0.650,125.6174070,13.7353093,226.5000000,9.2340000,8.6460000,9.2088700
KELT-18 b,KELT-18,2,1,Transit,2017,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2.87175180,0.045500,17.598,1.570,375.03940,1.18000,Mass,0.377000,0.000000,2085,F4 V,6670.00,1.91,1.52,0.090,[Fe/H],4.06,1.900,216.5238248,59.4442735,321.3760000,10.1600000,9.2100000,10.1036000
KELT-19 A b,KELT-19 A,2,1,Transit,2017,Ground,KELT,Multiple Telescopes,Multiple Instruments,4.61170930,0.063700,21.409,1.910,1293.56810,4.07000,Mass,0.744000,,1935,A8 V,7500.00,1.83,1.62,-0.120,[Fe/H],4.13,,111.5095293,7.6157759,300.2760000,9.8570000,9.1960000,9.8633100
KELT-2 A b,KELT-2 A,2,1,Transit,2012,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,4.11379000,0.054970,15.132,1.350,540.31100,1.70000,Mass,0.910000,0.000000,2080,F8,6327.00,1.93,1.54,0.000,[Fe/H],4.50,3.970,92.6640226,30.9571333,134.0580000,8.6800000,7.3460000,8.5839300
